"id","file_path","url","slug","title","meta_description","content_type","macrocluster","subcluster","category","tags","publication_date","last_updated","word_count","hub_url","pillar_url","internal_links_out","internal_links_in","orphan_status","canonical","status","intent","primary_keyword","secondary_keywords","search_console_status","optimization_status","freshness_status","duplicate_risk","cannibalization_risk","action_required","priority","notes"
"ART-0127","articles/salario-minimo-nos-eua-quanto-da-para-ganhar-em-2026.html","https://familiausa1.com/articles/salario-minimo-nos-eua-quanto-da-para-ganhar-em-2026.html","salario-minimo-nos-eua-quanto-da-para-ganhar-em-2026","Salário mínimo nos EUA: quanto dá para ganhar em 2026 | FamiliaUSA1","Entenda o salário mínimo nos EUA em 2026, o valor federal, os estados com piso maior e quanto isso pode render por mês.","article","trabalho","Custo de vida","Custo de vida","","2026-04-24","2026-05-22","882","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","6","recebe links","https://familiausa1.com/articles/salario-minimo-nos-eua-quanto-da-para-ganhar-em-2026.html","precisa atualizar","investigativa/comparativa","Salário mínimo nos EUA: quanto dá para ganhar 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: custo de vida; familia e escola"
"ART-0128","articles/se-legalizar-nos-eua-com-visto-de-turista-2026.html","https://familiausa1.com/articles/se-legalizar-nos-eua-com-visto-de-turista-2026.html","se-legalizar-nos-eua-com-visto-de-turista-2026","Visto de turista nos EUA: quando existe caminho legal?","Entenda quando entrar com visto de turista ainda pode levar a um caminho legal nos EUA, quais limites existem e onde moram os riscos em 2026.","article","imigracao","Imigração e legalização","Imigração e legalização","","2026-05-21","2026-05-25","1660","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","8","40","recebe links","https://familiausa1.com/articles/se-legalizar-nos-eua-com-visto-de-turista-2026.html","publicado","decisao/comparativa","Visto de turista nos EUA: quando existe caminho legal?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: vistos"
"ART-0129","articles/seguro-saude-nos-eua-como-funciona-2026.html","https://familiausa1.com/articles/seguro-saude-nos-eua-como-funciona-2026.html","seguro-saude-nos-eua-como-funciona-2026","Seguro saúde nos EUA: como funciona e quanto custa","Entenda como funciona o seguro saúde nos EUA em 2026: plano, copay, deductible, emergência, consulta, custos reais e por que assusta brasileiros.","article","custo de vida","Custo de vida nos EUA","Custo de vida nos EUA","","2026-05-21","2026-05-22","1429","/categorias/custo-de-vida.html","/articles/custo-de-vida-nos-eua-2026-atualizado.html","6","22","recebe links","https://familiausa1.com/articles/seguro-saude-nos-eua-como-funciona-2026.html","publicado","investigativa/comparativa","Seguro saúde nos EUA: como funciona e por que assusta brasileiros","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: saude"
"ART-0130","articles/seguro-saude-nos-eua-para-brasileiros.html","https://familiausa1.com/articles/seguro-saude-nos-eua-para-brasileiros.html","seguro-saude-nos-eua-para-brasileiros","Seguro saúde nos EUA para brasileiros","Entenda seguro saúde nos EUA, premium, deductible, copay, Marketplace, emergência, trabalho e erros comuns de brasileiros.","article","saude","saude nos EUA","Saúde nos EUA","","2026-05-13","2026-05-22","983","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","7","2","recebe links","https://familiausa1.com/articles/seguro-saude-nos-eua-para-brasileiros.html","publicado","informacional","Seguro saúde nos EUA para brasileiros: guia completo","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: saude"
"ART-0131","articles/situacoes-causar-deportacao-problemas-legais-eua.html","https://familiausa1.com/articles/situacoes-causar-deportacao-problemas-legais-eua.html","situacoes-causar-deportacao-problemas-legais-eua","Situações que podem causar deportação nos EUA","Entenda situações que podem causar deportação ou problemas legais nos EUA, como crimes, fraude, audiência perdida e imigração.","article","imigracao","Imigração e legalização","Imigração e legalização","","2026-05-16","2026-05-22","1440","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","9","6","recebe links","https://familiausa1.com/articles/situacoes-causar-deportacao-problemas-legais-eua.html","publicado","informacional/pratica","Situações que podem causar deportação ou problemas legais nos EUA","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: saude"
"ART-0132","articles/solidao-de-morar-nos-eua.html","https://familiausa1.com/articles/solidao-de-morar-nos-eua.html","solidao-de-morar-nos-eua","Solidão de morar nos EUA: realidade dos brasileiros","Entenda por que muitos brasileiros sentem solidão ao morar nos EUA, como isso afeta a adaptação, a família, o casamento e a vida emocional.","article","moradia","Vida real nos EUA","Vida real nos EUA","","2026-05-18","2026-05-22","1292","/categorias/moradia-nos-eua.html","/articles/quanto-custa-alugar-casa-nos-eua-2026.html","10","1","recebe links","https://familiausa1.com/articles/solidao-de-morar-nos-eua.html","publicado","informacional/pratica","A solidão de morar nos EUA: o lado que quase ninguém mostra","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: familia e escola; vida pratica"
"ART-0133","articles/suprema-corte-juizes-imigracao-fala-trump-2026.html","https://familiausa1.com/articles/suprema-corte-juizes-imigracao-fala-trump-2026.html","suprema-corte-juizes-imigracao-fala-trump-2026","Suprema Corte apoia Trump em disputa sobre juízes de imigração","Suprema Corte dos EUA decidiu a favor do governo Trump em disputa sobre restrições à fala de juízes de imigração. Entenda o impacto para brasileiros nos EUA.","article","imigracao","Imigração nos EUA","Imigração nos EUA","","2026-05-27","2026-05-27","1116","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","2","0","orfao","https://familiausa1.com/articles/suprema-corte-juizes-imigracao-fala-trump-2026.html","publicado","noticiosa/explicativa","Suprema Corte apoia Trump em disputa sobre juízes de imigração: entenda","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: saude; noticias e alertas"
"ART-0134","articles/tiros-evento-trump-white-house-correspondents-dinner-2026.html","https://familiausa1.com/articles/tiros-evento-trump-white-house-correspondents-dinner-2026.html","tiros-evento-trump-white-house-correspondents-dinner-2026","Tiros em evento com Trump em Washington: o que se sabe | FamiliaUSA1","Veja o que se sabe sobre os tiros em evento com Trump em Washington, no jantar da White House Correspondents’ Association.","article","familia e escola","familia","Notícias dos EUA","","2026-04-26","2026-05-22","1012","/categorias/familia-filhos.html","/articles/como-matricular-filho-na-escola-nos-eua.html","7","0","orfao","https://familiausa1.com/articles/tiros-evento-trump-white-house-correspondents-dinner-2026.html","publicado","decisao/comparativa","Tiros em evento com Trump: o que aconteceu e o que se sabe até agora","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: saude; noticias e alertas"
"ART-0135","articles/trabalhar-sem-autorizacao-nos-eua-riscos-2026.html","https://familiausa1.com/articles/trabalhar-sem-autorizacao-nos-eua-riscos-2026.html","trabalhar-sem-autorizacao-nos-eua-riscos-2026","Trabalhar sem autorização nos EUA: riscos para brasileiros","Entenda os riscos de trabalhar sem autorização nos EUA: impacto no visto, green card, mudança de status, exploração, golpes e caminhos legais em 2026.","article","imigracao","Trabalho nos EUA","Trabalho nos EUA","","2026-05-21","2026-05-25","1192","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","7","13","recebe links","https://familiausa1.com/articles/trabalhar-sem-autorizacao-nos-eua-riscos-2026.html","publicado","informacional","Trabalhar sem autorização nos EUA: riscos para brasileiros","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: green card; vistos"
"ART-0136","articles/trabalho-nos-eua-para-brasileiros-2026.html","https://familiausa1.com/articles/trabalho-nos-eua-para-brasileiros-2026.html","trabalho-nos-eua-para-brasileiros-2026","Trabalho nos EUA para brasileiros em 2026","Guia realista sobre trabalho nos EUA para brasileiros: construção, cleaning, delivery, restaurantes, inglês e documentação.","article","trabalho","Trabalho nos EUA","Trabalho nos EUA","","2026-05-01","2026-05-22","906","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","13","recebe links","https://familiausa1.com/articles/trabalho-nos-eua-para-brasileiros-2026.html","publicado","informacional/pratica","Como conseguir trabalho nos EUA sendo brasileiro 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: saude"
"ART-0137","articles/trabalhos-aprender-antes-de-vir-eua-vistos-carreira.html","https://familiausa1.com/articles/trabalhos-aprender-antes-de-vir-eua-vistos-carreira.html","trabalhos-aprender-antes-de-vir-eua-vistos-carreira","Trabalhos para brasileiros nos EUA: salários e carreiras","Veja 7 trabalhos de entrada para aprender antes dos EUA, salários na Flórida e profissões que podem abrir portas para carreira, visto ou green card.","article","green card","Trabalho e renda","Trabalho e renda","","2026-05-28","2026-05-28","2645","/categorias/imigracao-legalizacao.html","/articles/formas-legais-conseguir-green-card-eua-2026.html","9","17","recebe links","https://familiausa1.com/articles/trabalhos-aprender-antes-de-vir-eua-vistos-carreira.html","publicado","investigativa/comparativa","7 trabalhos para aprender antes de vir para os EUA — e profissões que po","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: vistos; trabalho"
"ART-0138","articles/trump-bancos-imigrantes-conta-eua-2026.html","https://familiausa1.com/articles/trump-bancos-imigrantes-conta-eua-2026.html","trump-bancos-imigrantes-conta-eua-2026","Trump, bancos e imigrantes nos EUA: ITIN pode ser afetado?","Entenda a ordem de Trump sobre bancos, ITIN, status migratorio e possiveis impactos para imigrantes nos EUA.","article","banco e credito","Imigração e bancos","Imigração e bancos","","2026-05-21","2026-05-22","1890","/categorias/banco-credito.html","/articles/como-abrir-conta-em-banco-nos-eua.html","9","20","recebe links","https://familiausa1.com/articles/trump-bancos-imigrantes-conta-eua-2026.html","publicado","noticiosa/explicativa","Trump, bancos e imigrantes nos EUA: quem usa ITIN pode ser afetado?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: empreendedorismo; saude"
"ART-0139","articles/trump-imigracao-eua-impacto-brasileiros-2026.html","https://familiausa1.com/articles/trump-imigracao-eua-impacto-brasileiros-2026.html","trump-imigracao-eua-impacto-brasileiros-2026","Trump e imigracao nos EUA: como brasileiros podem ser afetados","Veja como as discussoes sobre imigracao nos EUA podem afetar brasileiros que vivem, trabalham ou querem se legalizar no pais.","article","imigracao","Noticias de imigracao","Noticias de imigracao","","2026-05-24","2026-05-24","509","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","0","3","recebe links","https://familiausa1.com/articles/trump-imigracao-eua-impacto-brasileiros-2026.html","precisa atualizar","informacional/pratica","Trump e imigracao nos EUA: como brasileiros podem ser afetados 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: saude; noticias e alertas"
"ART-0140","articles/uscis-2026-atualizacoes-green-card-brasileiros.html","https://familiausa1.com/articles/uscis-2026-atualizacoes-green-card-brasileiros.html","uscis-2026-atualizacoes-green-card-brasileiros","USCIS em 2026: atualizacoes que brasileiros devem acompanhar","Entenda por que brasileiros que acompanham green card, vistos e processos migratorios devem ficar atentos as atualizacoes do USCIS em 2026.","article","imigracao","Imigracao e legalizacao","Imigracao e legalizacao","","2026-05-25","2026-05-25","257","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","3","2","recebe links","https://familiausa1.com/articles/uscis-2026-atualizacoes-green-card-brasileiros.html","precisa atualizar","informacional","USCIS 2026: atualizacoes que brasileiros devem acompanhar antes do green","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: green card; vistos"
"ART-0141","articles/vale-a-pena-fazer-compras-nos-eua-2026.html","https://familiausa1.com/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","vale-a-pena-fazer-compras-nos-eua-2026","Vale a pena fazer compras nos EUA em 2026?","Vale a pena fazer compras nos EUA em 2026? Veja preços, impostos, dólar, outlets, iPhone, roupas, eletrônicos, alfândega e cuidados para brasileiros.","article","compras","iPhone e eletronicos","Compras nos EUA","","2026-05-21","2026-05-22","1399","/categorias/compras-nos-eua.html","/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","7","5","recebe links","https://familiausa1.com/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","publicado","investigativa/comparativa","Vale a pena fazer compras nos EUA 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: compras; saude"
